hex_id,geometry,node_street_count,node_crossing,node_give_way,node_milestone,node_mini_roundabout,node_motorway_junction,node_stop,node_traffic_signals,node_traffic_signals;crossing,node_trailhead,node_turning_circle,node_turning_loop,hex_neighbors_0_ids,hex_neighbors_1_ids,hex_neighbors_2_ids,neighbor_1_node_street_count,neighbor_1_node_crossing,neighbor_1_node_give_way,neighbor_1_node_milestone,neighbor_1_node_mini_roundabout,neighbor_1_node_motorway_junction,neighbor_1_node_stop,neighbor_1_node_traffic_signals,neighbor_1_node_trailhead,neighbor_1_node_turning_circle,neighbor_1_node_turning_loop,neighbor_1_count,neighbor_2_node_street_count,neighbor_2_node_crossing,neighbor_2_node_give_way,neighbor_2_node_milestone,neighbor_2_node_mini_roundabout,neighbor_2_node_motorway_junction,neighbor_2_node_stop,neighbor_2_node_traffic_signals,neighbor_2_node_trailhead,neighbor_2_node_turning_circle,neighbor_2_node_turning_loop,neighbor_2_count,neighbor_1_node_street_count_ave,neighbor_1_node_crossing_ave,neighbor_1_node_give_way_ave,neighbor_1_node_milestone_ave,neighbor_1_node_mini_roundabout_ave,neighbor_1_node_motorway_junction_ave,neighbor_1_node_stop_ave,neighbor_1_node_traffic_signals_ave,neighbor_1_node_trailhead_ave,neighbor_1_node_turning_circle_ave,neighbor_1_node_turning_loop_ave,neighbor_2_node_street_count_ave,neighbor_2_node_crossing_ave,neighbor_2_node_give_way_ave,neighbor_2_node_milestone_ave,neighbor_2_node_mini_roundabout_ave,neighbor_2_node_motorway_junction_ave,neighbor_2_node_stop_ave,neighbor_2_node_traffic_signals_ave,neighbor_2_node_trailhead_ave,neighbor_2_node_turning_circle_ave,neighbor_2_node_turning_loop_ave,CITY_NAME,CITY_TYPE,CITY_LABEL,FEAT_TYPE,DISTRICT,edge_speed_kph_max,edge_speek_kph_min,edge_lanes_max,edge_lanes_min,edge_motorway_id,edge_motorway_link_id,edge_living_street_id,edge_bridge_id,edge_oneway_id,edge_tunnel_id,valid_accident_location_filter,collisions_neighbor_0_2014,collisions_neighbor_0_2015,collisions_neighbor_0_2016,collisions_neighbor_0_2017,collisions_neighbor_0_2018,collisions_neighbor_0_2019,collisions_neighbor_0_2020,collisions_neighbor_1_2014,collisions_neighbor_1_2015,collisions_neighbor_1_2016,collisions_neighbor_1_2017,collisions_neighbor_1_2018,collisions_neighbor_1_2019,collisions_neighbor_1_2020,collisions_neighbor_2_2014,collisions_neighbor_2_2015,collisions_neighbor_2_2016,collisions_neighbor_2_2017,collisions_neighbor_2_2018,collisions_neighbor_2_2019,collisions_neighbor_2_2020
8829a1336dfffff,"POLYGON ((-13214629.23457127 4107321.285539372, -13215277.80065087 4107513.902312842, -13215419.23974844 4108176.751399561, -13214912.07136466 4108647.022478238, -13214263.45042513 4108454.389446138, -13214122.05273391 4107791.501597775, -13214629.23457127 4107321.285539372))",3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,['8829a1336dfffff'],"['8829a13361fffff', '8829a13365fffff', '8829a106b3fffff', '8829a10697fffff', '8829a1336dfffff', '8829a106bbfffff', '8829a13369fffff']","['8829a13361fffff', '8829a104dbfffff', '8829a106b3fffff', '8829a106b1fffff', '8829a104d9fffff', '8829a106b7fffff', '8829a10695fffff', '8829a13367fffff', '8829a13369fffff', '8829a13365fffff', '8829a13345fffff', '8829a10691fffff', '8829a106b9fffff', '8829a1336bfffff', '8829a106bbfffff', '8829a10693fffff', '8829a10697fffff', '8829a1336dfffff', '8829a13363fffff']",6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,104.6,104.6,4.0,4.0,True,False,False,False,True,False,True,2.0,3.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,7.0,6.0,3.0,5.0,8.0,5.0,9.0,8.0,12.0
8829a138d3fffff,"POLYGON ((-13213940.06735799 4132586.547427075, -13214589.74097118 4132779.063361848, -13214731.39300111 4133442.598908323, -13214223.32986664 4133913.657378267, -13213573.60121406 4133721.125090574, -13213431.99073996 4133057.550689661, -13213940.06735799 4132586.547427075))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a138d3fffff'],"['8829a138dbfffff', '8829a12325fffff', '8829a13899fffff', '8829a138d7fffff', '8829a1232dfffff', '8829a138d1fffff', '8829a138d3fffff']","['8829a1389bfffff', '8829a12325fffff', '8829a1232dfffff', '8829a12367fffff', '8829a138d5fffff', '8829a138d7fffff', '8829a138d9fffff', '8829a1389dfffff', '8829a138ddfffff', '8829a12329fffff', '8829a138d3fffff', '8829a12365fffff', '8829a13891fffff', '8829a138dbfffff', '8829a12321fffff', '8829a13899fffff', '8829a1388bfffff', '8829a138d1fffff', '8829a12327fffff']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,,,,,,,,,,,False,,,,,,,,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0
8829a14049fffff,"POLYGON ((-13128919.77260259 4104546.481864715, -13129569.45752097 4104744.417070497, -13129707.57744635 4105409.464142407, -13129195.96992872 4105876.613216355, -13128546.23097398 4105678.659920855, -13128408.15357773 4105013.575645115, -13128919.77260259 4104546.481864715))",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a14049fffff'],"['8829a14227fffff', '8829a1404bfffff', '8829a1404dfffff', '8829a14041fffff', '8829a14223fffff', '8829a14049fffff', '8829a14235fffff']","['8829a14237fffff', '8829a14227fffff', '8829a14223fffff', '8829a14041fffff', '8829a14231fffff', '8829a1404bfffff', '8829a14235fffff', '8829a14313fffff', '8829a14225fffff', '8829a1405dfffff', '8829a1423dfffff', '8829a14043fffff', '8829a14221fffff', '8829a14049fffff', '8829a1422bfffff', '8829a14047fffff', '8829a1404dfffff', '8829a1431bfffff', '8829a14045fffff']",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,40.7,40.7,,,False,False,False,False,False,False,True,2.0,1.0,1.0,3.0,2.0,4.0,0.0,7.0,3.0,5.0,5.0,5.0,10.0,3.0,15.0,15.0,15.0,13.0,17.0,19.0,11.0
8829a12029fffff,"POLYGON ((-13221796.08334839 4138019.114783542, -13222445.86936631 4138211.109443611, -13222587.87260603 4138874.573347019, -13222080.04835287 4139346.081611015, -13221430.20718458 4139154.070750799, -13221288.24542446 4138490.567830522, -13221796.08334839 4138019.114783542))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a12029fffff'],"['8829a12021fffff', '8829a1202dfffff', '8829a12029fffff', '8829a1202bfffff', '8829a12067fffff', '8829a12063fffff', '8829a12005fffff']","['8829a12007fffff', '8829a1215bfffff', '8829a1202dfffff', '8829a12063fffff', '8829a12067fffff', '8829a12027fffff', '8829a12061fffff', '8829a12029fffff', '8829a1202bfffff', '8829a12025fffff', '8829a12065fffff', '8829a1203dfffff', '8829a12021fffff', '8829a12023fffff', '8829a1200dfffff', '8829a1206bfffff', '8829a12153fffff', '8829a12005fffff', '8829a12001fffff']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,
8829a1d0d1fffff,"POLYGON ((-13154682.36345278 4035922.8988459, -13155328.73150795 4036119.562870923, -13155467.2116256 4036782.087036777, -13154959.28188647 4037247.984576332, -13154312.86004191 4037051.303234028, -13154174.42173034 4036388.741673318, -13154682.36345278 4035922.8988459))",4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,['8829a1d0d1fffff'],"['8829a1d0dbfffff', '8829a1d0d7fffff', '8829a1d0d9fffff', '8829a1d0d3fffff', '8829a1d0d5fffff', '8829a1d0ddfffff', '8829a1d0d1fffff']","['8829a1d72dfffff', '8829a1d0d3fffff', '8829a1d725fffff', '8829a1d0c3fffff', '8829a1d08bfffff', '8829a1d765fffff', '8829a1d767fffff', '8829a1d2b7fffff', '8829a1d0d7fffff', '8829a1d0d1fffff', '8829a1d0dbfffff', '8829a1d089fffff', '8829a1d099fffff', '8829a1d2b3fffff', '8829a1d09dfffff', '8829a1d0d9fffff', '8829a1d0d5fffff', '8829a1d0ddfffff', '8829a1d0cbfffff']",26.0,0.0,0.0,0.0,0.0,13.0,1.0,18.0,0.0,0.0,0.0,7,77.0,0.0,0.0,0.0,0.0,20.0,14.0,46.0,0.0,0.0,0.0,19,3.7142857142857144,0.0,0.0,0.0,0.0,1.8571428571428572,0.14285714285714285,2.5714285714285716,0.0,0.0,0.0,4.052631578947368,0.0,0.0,0.0,0.0,1.0526315789473684,0.7368421052631579,2.4210526315789473,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,1,95.5,101.7,7.0,1.0,True,True,False,True,True,False,True,15.0,33.0,31.0,33.0,26.0,20.0,16.0,84.0,116.0,105.0,109.0,124.0,97.0,85.0,236.0,272.0,258.0,277.0,286.0,233.0,199.0
8829a15261fffff,"POLYGON ((-13128180.82414323 4077548.760252719, -13128829.34979472 4077746.859156725, -13128967.19254334 4078411.199172183, -13128456.46725913 4078877.477369161, -13127807.88777274 4078679.360449342, -13127670.08740996 4078014.983352331, -13128180.82414323 4077548.760252719))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a15261fffff'],"['8829a15265fffff', '8829a15263fffff', '8829a1526dfffff', '8829a15261fffff', '8829a15269fffff', '8829a15267fffff', '8829a1526bfffff']","['8829a1526dfffff', '8829a15247fffff', '8829a1535bfffff', '8829a15229fffff', '8829a15265fffff', '8829a1c993fffff', '8829a15263fffff', '8829a1520dfffff', '8829a15269fffff', '8829a15267fffff', '8829a15359fffff', '8829a15245fffff', '8829a1c9bbfffff', '8829a1526bfffff', '8829a1c9b3fffff', '8829a15261fffff', '8829a1c997fffff', '8829a1522dfffff', '8829a15205fffff']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,,,,,,,,,,,False,,,,,,,,,,,,,,,8.0,9.0,2.0,10.0,7.0,6.0,5.0
8829a17b3bfffff,"POLYGON ((-13143746.00659585 4137716.855772902, -13144396.9320848 4137913.719015205, -13144535.93332741 4138579.264143891, -13144023.96656294 4139047.983643512, -13143372.98665375 4138851.102518211, -13143234.02793382 4138185.519780271, -13143746.00659585 4137716.855772902))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a17b3bfffff'],"['8829a17b3bfffff', '8829a17b17fffff', '8829a1786dfffff', '8829a17b33fffff', '8829a17b31fffff', '8829a17b15fffff', '8829a17b39fffff']","['8829a17b35fffff', '8829a17b03fffff', '8829a17b07fffff', '8829a17b3bfffff', '8829a17b17fffff', '8829a17b11fffff', '8829a17b31fffff', '8829a17865fffff', '8829a17861fffff', '8829a17b33fffff', '8829a17b3dfffff', '8829a17b15fffff', '8829a17959fffff', '8829a17b39fffff', '8829a17869fffff', '8829a17b13fffff', '8829a1786dfffff', '8829a17b1dfffff', '8829a17b37fffff']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,
8829a1d935fffff,"POLYGON ((-13118518.49212617 4048466.782872563, -13119165.88816164 4048665.595971917, -13119303.0905009 4049329.394581414, -13118792.85446214 4049794.416883777, -13118145.40489379 4049595.585658855, -13118008.24490152 4048931.750261103, -13118518.49212617 4048466.782872563))",5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['8829a1d935fffff'],"['8829a1d93dfffff', '8829a1d937fffff', '8829a1d923fffff', '8829a1d935fffff', '8829a036c9fffff', '8829a1d931fffff', '8829a036cbfffff']","['8829a036c3fffff', '8829a1d933fffff', '8829a036c1fffff', '8829a1d92bfffff', '8829a1d93bfffff', '8829a1d935fffff', '8829a036cdfffff', '8829a1d931fffff', '8829a036d9fffff', '8829a1d937fffff', '8829a1d939fffff', '8829a036c9fffff', '8829a1d93dfffff', '8829a1d923fffff', '8829a1d921fffff', '8829a036ddfffff', '8829a1d907fffff', '8829a1d927fffff', '8829a036cbfffff']",24.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7,46.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,19,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,2.4210526315789473,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.3157894736842105,0.0,0.0,0.0,Glendora,City,Glendora,Land,5,64.4,40.7,4.0,2.0,False,False,False,False,True,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,3.0,2.0,5.0,7.0,24.0,27.0,34.0,27.0,17.0,14.0,16.0
8829a17725fffff,"POLYGON ((-13176739.34360263 4135187.61076987, -13177389.69274439 4135382.430645442, -13177529.94387913 4136047.037406335, -13177019.80380643 4136516.862493576, -13176369.39994903 4136322.025453642, -13176229.19088457 4135657.380494726, -13176739.34360263 4135187.61076987))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a17725fffff'],"['8829a17727fffff', '8829a1709bfffff', '8829a17721fffff', '8829a17725fffff', '8829a17099fffff', '8829a170d3fffff', '8829a1772dfffff']","['8829a170d3fffff', '8829a17091fffff', '8829a1709bfffff', '8829a1754dfffff', '8829a17725fffff', '8829a17099fffff', '8829a1772dfffff', '8829a17549fffff', '8829a17723fffff', '8829a17721fffff', '8829a1772bfffff', '8829a1709dfffff', '8829a17729fffff', '8829a17767fffff', '8829a170d7fffff', '8829a17727fffff', '8829a170dbfffff', '8829a170d1fffff', '8829a17093fffff']",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,,,,,,,,,,,False,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0
8829a17715fffff,"POLYGON ((-13182171.12008088 4134946.049846038, -13182821.37901151 4135140.532505029, -13182961.83670424 4135804.987812498, -13182451.99347461 4136274.99875985, -13181801.67977931 4136080.499054401, -13181661.26408291 4135416.005451937, -13182171.12008088 4134946.049846038))",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a17715fffff'],"['8829a17703fffff', '8829a17711fffff', '8829a1773bfffff', '8829a17739fffff', '8829a17717fffff', '8829a17715fffff', '8829a1771dfffff']","['8829a17739fffff', '8829a17469fffff', '8829a1770bfffff', '8829a17707fffff', '8829a17715fffff', '8829a17757fffff', '8829a17701fffff', '8829a17731fffff', '8829a17703fffff', '8829a17711fffff', '8829a1773bfffff', '8829a17713fffff', '8829a17719fffff', '8829a1773dfffff', '8829a17733fffff', '8829a1746dfffff', '8829a1771bfffff', '8829a17717fffff', '8829a1771dfffff']",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,40.7,40.7,,,False,False,False,False,False,False,True,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
8829a1c0e3fffff,"POLYGON ((-13150379.3496962 4058824.398985057, -13151026.76548761 4059021.22046392, -13151165.29187124 4059684.479127293, -13150656.36047757 4060150.953725494, -13150008.89077296 4059954.11476477, -13149870.40637972 4059290.818691614, -13150379.3496962 4058824.398985057))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a1c0e3fffff'],"['8829a1c085fffff', '8829a1c0e7fffff', '8829a1c0e1fffff', '8829a1c08dfffff', '8829a1c0e3fffff', '8829a1c0ebfffff', '8829a1c0a9fffff']","['8829a1c087fffff', '8829a1c089fffff', '8829a1c0e7fffff', '8829a1c0e5fffff', '8829a1c0a1fffff', '8829a1c0ebfffff', '8829a1c0e9fffff', '8829a1c0edfffff', '8829a1c08dfffff', '8829a1c0c7fffff', '8829a1c0e3fffff', '8829a1c1dbfffff', '8829a1c085fffff', '8829a1c0c5fffff', '8829a1c0abfffff', '8829a1c0e1fffff', '8829a1c0adfffff', '8829a1c0a9fffff', '8829a1c081fffff']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,
8829a5684bfffff,"POLYGON ((-13147311.30560268 4006391.26312795, -13147956.50500149 4006588.506868545, -13148094.43037518 4007250.413309773, -13147587.11461668 4007715.113156796, -13146941.86170912 4007517.852035634, -13146803.97807326 4006855.908451887, -13147311.30560268 4006391.26312795))",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a5684bfffff'],"['8829a5684bfffff', '8829a56849fffff', '8829a5685dfffff', '8829a56841fffff', '8829a56a37fffff', '8829a56a35fffff', '8829a56843fffff']","['8829a56859fffff', '8829a56a23fffff', '8829a56855fffff', '8829a56851fffff', '8829a56849fffff', '8829a56a31fffff', '8829a56a35fffff', '8829a56845fffff', '8829a5684bfffff', '8829a5685dfffff', '8829a5684dfffff', '8829a56841fffff', '8829a56a37fffff', '8829a56a27fffff', '8829a56a3dfffff', '8829a56809fffff', '8829a56847fffff', '8829a56a33fffff', '8829a56843fffff']",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,77.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.052631578947368,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.2631578947368421,0.0,0.0,0.0,Lakewood,City,Lakewood,Land,4,59.0,40.7,4.0,4.0,False,False,False,True,False,False,True,2.0,1.0,2.0,1.0,2.0,1.0,0.0,36.0,35.0,50.0,49.0,41.0,29.0,30.0,112.0,139.0,177.0,173.0,158.0,137.0,106.0
8829a182c3fffff,"POLYGON ((-13212140.53562488 4035912.010007385, -13212786.05400387 4036105.174776242, -13212926.72549561 4036766.176439437, -13212421.83756648 4037234.05175924, -13211776.26487073 4037040.870897355, -13211635.63442541 4036379.830812429, -13212140.53562488 4035912.010007385))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a182c3fffff'],"['8829a182ddfffff', '8829a182c7fffff', '8829a182c1fffff', '8829a18289fffff', '8829a182c3fffff', '8829a182cbfffff', '8829a182d5fffff']","['8829a182c9fffff', '8829a18281fffff', '8829a1828bfffff', '8829a182c7fffff', '8829a182c1fffff', '8829a182c3fffff', '8829a182d9fffff', '8829a1828dfffff', '8829a182ebfffff', '8829a19537fffff', '8829a182ddfffff', '8829a182d5fffff', '8829a182c5fffff', '8829a182d7fffff', '8829a18289fffff', '8829a19535fffff', '8829a182cbfffff', '8829a182cdfffff', '8829a182d1fffff']",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,3,,,,,,,,,,,False,,,,,,,,2.0,0.0,7.0,2.0,6.0,1.0,1.0,5.0,3.0,10.0,10.0,10.0,2.0,7.0
8829a18541fffff,"POLYGON ((-13214309.58735512 4048942.004526809, -13214955.63362435 4049134.965981237, -13215096.50986047 4049796.2615721, -13214591.29874305 4050264.634226239, -13213945.19804307 4050071.656685799, -13213804.36289581 4049410.322580975, -13214309.58735512 4048942.004526809))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a18541fffff'],"['8829a18543fffff', '8829a18547fffff', '8829a1854dfffff', '8829a18541fffff', '8829a18549fffff', '8829a18545fffff', '8829a1854bfffff']","['8829a18547fffff', '8829a18723fffff', '8829a18555fffff', '8829a18727fffff', '8829a18543fffff', '8829a18569fffff', '8829a18735fffff', '8829a1854dfffff', '8829a18509fffff', '8829a1855dfffff', '8829a1850dfffff', '8829a18549fffff', '8829a18737fffff', '8829a1854bfffff', '8829a1856bfffff', '8829a18093fffff', '8829a1809bfffff', '8829a18541fffff', '8829a18545fffff']",15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,7,36.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,17,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,2.1176470588235294,0.0,0.0,0.0,0.0,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,Calabasas,City,Calabasas,Land,3,,,,,,,,,,,False,,,,,,,,9.0,13.0,28.0,27.0,22.0,20.0,9.0,41.0,29.0,59.0,76.0,57.0,48.0,27.0
8829a1d515fffff,"POLYGON ((-13159070.00379417 4045322.80479775, -13159716.71547634 4045519.157889601, -13159855.45079738 4046181.823430828, -13159347.43263975 4046648.173396203, -13158700.66705942 4046451.803050641, -13158561.97353937 4045789.099997285, -13159070.00379417 4045322.80479775))",5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,['8829a1d515fffff'],"['8829a1d51dfffff', '8829a1d503fffff', '8829a1d511fffff', '8829a1d517fffff', '8829a1d53bfffff', '8829a1d539fffff', '8829a1d515fffff']","['8829a1d501fffff', '8829a1d5edfffff', '8829a1d519fffff', '8829a1d503fffff', '8829a1d507fffff', '8829a1d513fffff', '8829a1d517fffff', '8829a1d53bfffff', '8829a1d539fffff', '8829a1d50bfffff', '8829a1d557fffff', '8829a1d511fffff', '8829a1d531fffff', '8829a1d51dfffff', '8829a1d53dfffff', '8829a1d533fffff', '8829a1d5e9fffff', '8829a1d51bfffff', '8829a1d515fffff']",32.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,7,85.0,0.0,0.0,0.0,0.0,7.0,39.0,30.0,0.0,0.0,0.0,19,4.571428571428571,0.0,0.0,0.0,0.0,0.0,2.142857142857143,1.8571428571428572,0.0,0.0,0.0,4.473684210526316,0.0,0.0,0.0,0.0,0.3684210526315789,2.0526315789473686,1.5789473684210527,0.0,0.0,0.0,Los Angeles,City,Los Angeles,Land,1,59.0,24.1,4.0,3.0,False,False,False,False,True,False,True,2.0,2.0,1.0,3.0,2.0,1.0,0.0,60.0,64.0,79.0,68.0,76.0,50.0,30.0,173.0,176.0,208.0,183.0,174.0,167.0,99.0
8829a1c1d7fffff,"POLYGON ((-13146539.1040283 4060762.411375386, -13147186.65651432 4060959.459028271, -13147325.05303373 4061622.870104847, -13146815.85502005 4062089.270880483, -13146168.24864338 4061892.20565769, -13146029.89417552 4061228.757233079, -13146539.1040283 4060762.411375386))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,['8829a1c1d7fffff'],"['8829a1c18bfffff', '8829a1c1d3fffff', '8829a1c1d1fffff', '8829a1c1d5fffff', '8829a1c199fffff', '8829a1c19dfffff', '8829a1c1d7fffff']","['8829a1c183fffff', '8829a1c1d3fffff', '8829a1c181fffff', '8829a1c1ddfffff', '8829a1c1d7fffff', '8829a1c1c3fffff', '8829a1c18bfffff', '8829a1c191fffff', '8829a1c189fffff', '8829a1c0a5fffff', '8829a1c1d5fffff', '8829a1c1d9fffff', '8829a1c1d1fffff', '8829a1c19bfffff', '8829a1c199fffff', '8829a1c1dbfffff', '8829a1c195fffff', '8829a1c19dfffff', '8829a1c0adfffff']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unincorporated,Unincorporated,CO,Land,5,49.4,49.4,2.0,2.0,False,False,False,False,False,False,True,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,1.0
